"Image_ID","Stimulus_1","Stimulus_2","Stimulus_3","Stimulus_4","Stimulus_5","Stimulus_6","Stimulus_7","Stimulus_8","Stimulus_9","Stimulus_10","Sigma","LogLik"
1,0,0.566013776466148,0.959880986281048,1.73107344659731,2.05977134492635,2.7006992943474,3.17696837492668,3.84072998366747,4.1871613492636,4.94794562456986,0.202104080334742,-195.595968856682
2,0,0.100182194516311,0.476329665352958,0.76628569353654,1.24401843834248,1.58781113598377,2.04391227224288,2.38338424054752,2.78838140915698,3.21094727562795,0.311434574958704,-226.679106918346
3,0,0.191016800824723,0.550679034120774,0.651437246380247,1.01669100274635,1.20110202407769,1.29895701924097,1.50335836837791,1.51171680366252,1.75044916770421,0.571281942058075,-264.643030799242
4,0,0.77203200077476,1.28050811740694,2.02317465861617,2.4050929365277,2.8101876376668,3.35269980442336,3.37748223877958,3.7948683092103,4.50238915214731,0.222104302006652,-209.788899753409
5,0,0.0753457957145787,0.185519214945344,0.23069856673992,0.169125421743257,0.64245621423829,0.705083205100814,0.896993368889889,1.27570287821709,1.36487137069529,0.732669774947791,-264.25726425462
6,0,0.33801621266715,0.133714348704145,0.465414840848493,1.21395077688078,1.13889633365117,1.82985625761718,2.2294325489486,2.53506182865766,2.95297251302964,0.338641824665695,-219.62939273512
7,0,0.0910616386319095,0.000470192139303044,0.168442197308646,0.429958441535168,0.847191872485947,0.919745710725423,1.07331506849545,1.32983628517732,1.85476805128012,0.539150973249631,-254.164250065312
8,0,0.714985363808148,1.09574478051441,1.47122570289413,2.16125414775615,2.72228670498323,3.10573877896186,3.6371614326165,4.01977248175239,4.57679284918468,0.218493611782788,-204.534579133516
9,0,0.304495054000683,0.54319276180075,1.02391074123204,1.37310369812717,1.74642934129586,2.09787900924235,2.43124694901097,2.90815142576473,3.29642523922911,0.30335891986856,-231.148376046727
10,0,0.752825906917501,1.21163479841859,1.61508474516547,1.73682208794138,2.06166720608361,2.56908588529784,2.98448713392473,3.42686617963827,4.14369930916233,0.241330252363836,-228.315751380868
11,0,0.0190091976437417,0.129316219882564,0.499329654687527,0.875083279491937,1.21783750240612,1.63569769727972,2.09660591959071,2.35438275115322,2.86561834653613,0.348964823319466,-225.628275998356
12,0,0.253049501882966,0.367058498627125,0.622954965845884,1.06288575035211,1.45200927928481,1.67018243812009,1.93564269047656,2.62596841022226,2.7674134475103,0.361348247729174,-235.692495188804
13,0,0.149769061495841,0.507420487035846,0.675894927468693,1.19044424228827,1.84160246093513,1.96413147657962,2.44595198397271,2.83854052882316,3.09396638841014,0.323209716739637,-221.994315838402
14,0,0.686575917425611,1.30729602173299,1.47350352161153,2.11405195242181,2.24267046553672,2.53499364350144,2.6097449955588,2.85638217538056,3.12370609237653,0.320132551023453,-227.164845934682
15,0,0.275346146863323,0.566468664378195,0.887737429969506,1.19410565189891,1.68080967613309,2.1488851709449,2.58022715264306,3.0438383778201,3.35964027837192,0.297650914128402,-224.551801590442
16,0,0.586745202930387,1.31532675280899,1.61237763374101,2.06279907093547,2.68957623358049,3.68611381948161,3.93309419772097,4.62173117307205,4.85770044884574,0.205858720711693,-189.279178219586
17,0,0.127497123733814,0.314374647768594,0.435948988368027,1.03471298320059,1.15181532004121,1.53102497350544,1.94898520048888,2.27859739489723,2.62359903782475,0.381155803757692,-238.501045800863
18,0,0.243631743657507,0.519629462441426,0.725563575460622,1.42214493941639,1.43824681356436,1.78975081866385,2.17789602934627,2.44357453016267,2.98297051750357,0.335236300235677,-239.913403937033
19,0,0.156658286773248,0.29975669169005,0.519132254890053,0.948468882011237,1.23924550323083,1.2734832374103,1.71598043924794,1.93603475080448,2.15692895922405,0.463622130772331,-253.556398894433
20,0,0.536893710863912,0.465711413840749,0.914527863645933,1.10870085159228,1.6868729159346,1.89153143083502,2.37856312964864,2.42185611409405,2.99537934203643,0.33384753175207,-237.266193482606
21,0,0.239518227905094,0.579035026558088,1.22101667554995,1.78342407640551,2.22880652056268,2.68818286377752,3.44129924215614,3.75861834948596,4.49844485962666,0.222299045826916,-197.829884193092
22,0,0.249009904515232,0.837249080330242,1.27189951999578,1.62941566366611,1.86625456510467,2.30615956996362,2.74593296904179,3.07569031398104,3.47524226313103,0.287749723410375,-229.116423006269
23,0,0.0378165267389484,0.471178540128181,0.378328366874677,0.818175658655428,0.648101632058013,0.92093464148758,1.08395314809871,1.46610287701266,1.62586764000694,0.615056216996687,-269.654249649722
24,0,0.170519568587885,0.703104342263598,1.03882101053213,1.32261012401819,1.60077489566867,2.15973022684554,2.46963006674034,2.79618800989781,3.3589768718796,0.297709700942485,-233.460703943236
